y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99
1823,13,82,7,81,43,8,32,56,56,82,82,64,42,5,40,50,35,28,34,61,70,73,60,81,77,17,5,9,10,9,15,41,4,23,21,50,36,10,5,26,93,52,89,23,57,5,21,93,12,51,62,5,85,52,60,48,54,12,73,15,33,78,63,29,77,95,12,99,45,4,81,6,75,20,82,39,20,70,64,93,77,5,48,4,81,99,31,72,22,19,89,58,29,72,93,54,50,65,6,14
1792,19,26,80,90,93,54,63,91,49,49,45,64,2,16,33,12,72,83,50,40,90,82,58,39,15,26,0,30,65,7,10,9,0,71,75,94,45,75,78,65,95,37,7,10,11,33,88,51,54,51,89,23,30,42,23,4,1,80,21,42,57,85,12,79,94,55,84,53,45,49,71,20,76,67,25,99,96,83,6,70,49,45,18,22,86,80,86,9,96,49,54,4,48,53,85,44,21,93,97,82
2001,43,52,1,48,77,67,78,38,43,90,21,54,82,22,59,26,66,80,4,49,3,67,30,90,19,55,40,75,96,81,14,55,71,57,60,49,7,82,93,42,81,70,85,43,8,5,96,9,51,84,0,28,40,2,23,53,69,65,3,90,32,80,88,4,20,7,46,79,86,74,73,65,91,84,53,6,66,81,71,26,72,82,41,45,97,31,42,32,29,46,62,11,13,42,29,5,29,89,35,55
2158,2,75,18,15,63,53,80,82,17,1,49,37,86,32,40,0,85,7,45,66,61,83,50,82,46,15,99,55,99,2,13,41,44,87,9,45,34,62,5,1,4,56,36,98,28,40,25,2,53,36,45,31,31,74,11,28,51,12,35,75,64,83,49,70,92,35,9,12,97,70,84,21,11,76,35,0,36,10,83,90,81,63,74,77,18,13,72,35,57,4,97,56,50,21,74,65,31,99,51,62
2001,16,52,40,41,46,21,71,62,68,85,57,22,91,59,5,4,6,7,79,1,76,57,17,69,85,91,53,2,3,95,47,91,57,57,21,42,48,49,30,71,30,98,8,71,58,90,81,62,82,61,17,7,91,93,46,97,10,21,83,25,29,13,22,21,86,86,100,34,11,13,63,17,67,44,70,18,38,65,7,38,86,94,5,68,1,78,13,40,71,66,52,70,20,19,83,48,51,39,78,39
1962,78,54,100,4,49,28,58,82,6,48,1,67,80,47,57,39,57,20,39,90,75,68,12,34,83,61,0,38,23,80,2,38,62,57,25,91,2,38,60,20,90,52,73,1,41,4,98,67,33,16,80,36,48,24,78,27,54,27,14,11,76,52,42,3,82,63,66,63,94,74,84,73,86,95,69,54,27,25,8,75,73,81,8,93,36,13,97,45,93,76,67,90,33,99,98,69,94,63,81,13
2228,57,51,95,1,48,55,46,38,87,47,94,65,27,92,92,73,58,33,23,2,67,15,71,52,66,98,85,75,51,100,65,20,56,1,34,8,38,9,84,56,50,28,86,97,99,6,10,36,52,92,50,0,83,10,36,62,42,49,97,9,63,33,66,0,48,58,4,59,96,3,76,40,85,71,21,67,48,0,45,33,82,90,76,94,3,9,94,4,32,60,38,60,52,25,94,49,42,31,48,94
1591,99,71,59,67,4,65,60,32,57,11,94,90,56,16,44,67,39,57,23,66,22,38,19,49,97,4,46,14,72,34,10,93,64,31,33,60,26,3,17,65,21,11,97,94,58,22,53,59,7,88,41,5,7,15,4,16,25,39,66,56,76,38,3,70,88,69,19,71,50,43,26,52,39,7,40,14,72,12,71,75,24,20,7,8,11,86,91,97,11,11,10,26,86,17,82,59,69,72,43,22
2095,99,42,95,81,23,89,17,56,81,39,21,31,24,87,33,43,5,93,60,16,60,65,72,38,47,39,93,17,32,88,25,29,86,4,23,16,5,40,92,71,50,4,3,39,100,12,70,98,53,36,62,38,89,5,27,100,14,74,94,46,37,81,85,15,27,39,26,56,67,11,27,73,12,22,75,94,29,2,69,14,59,65,70,44,92,18,79,87,61,57,79,89,1,88,56,45,9,36,94,76
2344,96,19,53,59,9,48,17,84,29,84,63,16,21,79,99,46,29,91,37,19,70,77,63,37,98,61,62,50,95,85,97,21,16,9,72,57,27,70,87,95,28,79,76,8,61,51,66,95,22,97,45,30,45,77,19,99,42,43,24,4,51,49,43,58,57,31,80,39,43,69,91,34,97,64,11,80,92,9,63,34,23,6,3,83,86,2,43,13,66,54,3,86,24,83,22,60,72,10,100,57
1637,93,95,24,87,44,77,62,54,28,57,33,17,96,40,97,51,3,38,84,43,11,41,5,71,43,20,37,98,55,19,75,75,47,46,66,94,57,60,96,100,18,97,1,83,30,87,37,63,99,44,93,10,1,38,76,79,18,35,65,6,91,30,45,24,37,68,38,5,23,55,27,89,56,98,87,59,20,18,78,58,64,36,65,44,93,61,88,33,32,22,17,96,6,89,8,39,84,70,94,71
2011,13,4,70,35,46,63,27,20,88,95,63,77,16,44,70,4,28,4,64,72,93,81,8,54,71,25,27,100,18,74,58,37,12,67,87,27,91,77,63,72,1,85,75,35,35,80,77,69,53,24,68,12,71,8,93,46,78,3,21,28,20,43,65,54,20,85,15,62,37,80,75,74,58,69,18,57,0,2,64,46,68,8,66,22,91,50,87,92,11,73,77,63,96,71,42,44,70,66,21,31
2329,36,49,97,89,39,84,33,21,30,7,100,35,44,46,68,57,57,38,7,87,3,92,15,31,24,98,10,90,96,69,42,6,92,24,43,50,26,96,43,35,100,68,50,60,0,37,73,20,9,75,64,83,90,47,32,96,41,88,17,64,32,94,92,21,97,43,16,63,100,93,21,78,14,93,59,74,91,12,57,73,66,59,45,77,55,61,53,29,49,38,33,77,55,20,8,23,1,2,12,85
1868,51,4,14,95,24,53,2,66,93,64,74,16,46,25,83,24,61,56,65,34,63,18,10,57,34,42,31,34,77,84,72,79,73,45,99,18,8,67,73,5,28,8,12,16,80,2,37,4,100,44,40,62,26,63,56,69,40,53,31,29,49,45,43,76,41,14,61,26,85,59,56,86,53,82,10,83,84,2,43,7,18,7,100,72,52,52,60,71,58,53,0,86,51,89,52,86,44,11,78,78
1665,30,71,55,48,15,95,21,99,20,26,65,26,74,52,71,10,18,13,71,9,87,36,25,0,20,99,13,55,14,96,14,20,14,30,76,92,49,52,17,92,92,52,79,21,91,76,56,7,76,79,9,36,23,42,39,54,54,5,65,1,5,14,94,72,39,13,93,7,57,53,4,92,63,50,32,98,32,60,85,11,63,19,21,32,33,62,18,14,22,6,65,91,60,56,35,30,26,36,71,94
2006,20,91,31,52,58,71,72,7,79,28,2,61,34,91,71,30,29,66,51,9,31,47,46,49,87,64,36,87,17,55,64,43,35,71,30,69,84,45,29,70,25,93,72,51,32,3,71,33,54,78,91,4,4,54,77,58,51,93,98,42,14,91,13,84,38,1,8,70,24,53,15,37,42,11,87,39,49,74,89,96,76,56,87,91,42,97,3,35,60,98,91,84,73,100,77,86,15,55,100,36
2296,50,6,79,52,10,10,87,64,65,16,77,83,3,77,90,53,23,84,91,30,95,44,99,29,45,81,67,89,27,61,42,85,10,19,40,71,80,16,60,25,88,33,21,51,24,26,37,46,6,21,59,36,2,8,41,87,74,82,58,33,90,80,54,24,16,53,11,99,48,67,76,81,38,41,37,89,96,33,83,75,86,95,41,60,14,45,0,26,16,44,53,31,77,31,0,66,92,34,95,67
1784,88,22,69,14,65,31,1,72,82,85,61,93,26,2,77,89,67,89,51,16,64,27,54,15,79,52,24,3,23,74,13,30,57,24,80,69,6,60,87,51,54,99,10,90,4,93,3,95,44,9,41,61,3,43,61,39,37,65,32,17,23,81,83,41,51,41,27,54,79,75,2,100,8,28,70,63,55,73,24,85,17,35,21,35,42,84,77,3,52,3,36,97,45,66,7,12,67,17,97,45
1918,80,14,96,49,81,55,6,36,71,74,98,32,20,53,23,18,39,24,34,65,18,81,94,91,61,20,22,13,33,74,35,20,93,82,49,71,68,2,53,98,93,20,7,34,71,56,53,87,9,77,11,72,86,14,34,26,49,32,82,77,67,56,28,64,18,98,24,5,31,30,77,17,87,19,40,8,47,82,28,54,55,30,15,93,87,41,12,59,87,91,86,7,36,68,6,92,21,51,82,73
2018,3,82,34,23,48,1,76,57,94,48,65,67,100,33,70,87,73,20,37,17,39,49,92,93,0,95,61,19,62,12,14,49,7,98,30,21,62,43,2,27,94,99,23,56,97,4,71,3,2,27,16,68,36,99,44,63,3,35,41,4,96,61,66,88,84,14,60,3,45,48,20,74,89,18,62,1,47,77,31,61,34,27,76,67,66,48,9,28,45,22,56,33,63,51,75,46,64,4,4,98
1959,67,6,37,74,34,99,49,35,42,99,37,49,32,69,5,71,0,77,45,17,88,24,19,60,80,4,63,63,96,46,4,38,70,55,86,94,39,97,83,97,57,29,14,74,79,48,35,17,14,26,42,8,34,33,54,71,72,35,56,44,11,48,47,34,23,28,77,39,52,65,39,26,10,49,16,95,10,66,41,76,18,86,85,56,69,41,1,48,31,98,81,69,21,34,36,11,60,6,47,56
2278,57,53,86,31,12,89,79,35,93,31,65,70,97,39,29,19,95,15,54,59,72,83,77,36,16,92,92,49,97,12,69,8,15,94,30,15,98,32,77,62,43,74,71,91,93,51,30,100,4,26,19,67,33,8,44,87,19,39,71,29,41,21,52,79,79,63,86,86,61,42,36,100,89,33,45,73,43,71,73,92,65,94,34,16,19,12,91,76,23,21,49,31,9,72,1,64,39,52,97,88
2513,38,71,27,88,9,14,69,30,35,47,63,77,72,97,40,6,61,24,23,89,64,71,14,93,67,61,50,7,67,96,72,0,16,7,87,9,87,5,15,91,12,62,88,21,90,93,44,63,49,35,73,82,53,24,89,38,83,52,99,62,60,88,64,85,56,55,96,2,95,77,19,47,12,4,93,33,95,91,47,49,16,21,66,59,77,99,49,61,94,7,36,32,86,91,93,2,55,6,97,75
2116,78,93,14,48,42,44,35,39,36,15,24,43,17,99,43,73,72,36,34,79,34,8,92,80,67,64,19,32,82,99,67,25,28,38,61,97,54,34,2,76,96,11,8,43,53,17,50,29,84,96,73,33,85,79,69,16,2,98,28,56,74,70,5,23,22,72,64,13,34,46,37,73,98,66,39,64,11,88,57,89,20,17,78,10,45,86,37,82,89,5,98,69,55,79,13,44,79,72,88,21
2283,41,97,63,59,97,49,54,54,37,36,0,57,93,6,84,30,89,46,67,29,75,86,2,66,21,51,56,26,96,32,5,41,1,93,26,3,41,4,32,9,100,21,49,69,26,14,66,5,43,34,96,99,81,71,54,19,47,46,51,67,62,87,95,87,70,14,79,58,5,73,17,64,81,52,59,54,10,30,26,50,17,88,25,88,29,27,31,3,20,90,65,38,77,63,26,68,42,72,55,43
1781,35,50,31,20,100,81,70,49,78,51,41,10,28,56,32,54,48,15,16,86,63,23,71,66,64,20,70,100,14,51,94,29,21,5,64,97,52,20,99,75,89,70,94,1,72,86,8,49,17,26,17,8,16,10,12,26,70,17,67,51,63,80,2,25,44,16,30,30,89,24,87,99,2,5,50,34,83,39,2,3,55,83,44,38,57,49,22,50,91,18,85,63,80,64,6,45,82,81,14,41
1812,79,26,20,62,64,27,49,69,39,47,31,39,51,31,38,26,53,58,26,45,5,66,19,64,57,65,23,7,84,34,87,19,50,86,80,63,7,70,66,76,66,12,62,89,51,54,99,61,43,7,86,83,14,5,68,68,98,78,36,5,91,9,6,36,71,66,35,0,71,38,9,52,19,100,18,46,18,50,89,74,62,6,63,80,0,49,78,61,17,92,89,79,79,61,71,84,29,46,31,38
1802,43,44,24,55,95,29,54,65,99,18,84,52,14,3,92,12,51,85,64,0,85,5,17,56,1,81,14,57,46,19,15,77,38,24,89,12,76,28,69,91,27,7,11,48,98,79,89,80,19,88,76,86,18,53,32,95,13,87,92,73,77,59,47,0,73,16,3,61,36,43,18,63,96,0,77,27,87,77,79,79,10,45,94,95,13,14,74,63,34,49,94,17,17,26,55,92,42,16,85,92
2152,47,44,39,1,35,59,94,42,54,86,33,7,33,10,85,31,8,48,77,17,74,81,61,75,51,12,8,77,63,11,19,0,58,51,45,7,70,11,63,71,42,66,41,47,3,21,97,13,27,22,46,10,84,31,51,71,78,38,78,26,31,79,46,92,79,86,92,61,9,38,73,76,66,16,45,61,13,63,13,9,93,96,2,52,74,22,8,77,99,27,38,99,12,78,74,38,60,34,95,94
2202,55,86,61,98,50,12,53,99,100,90,0,8,34,23,25,93,47,36,32,33,66,31,23,39,55,43,99,33,41,91,39,34,66,56,38,35,90,30,21,42,44,1,48,27,58,66,91,37,86,98,76,81,11,97,65,85,41,90,44,23,20,71,43,90,3,66,5,98,64,87,79,96,28,45,96,97,45,90,80,91,20,8,43,14,5,34,47,48,17,24,95,58,92,86,1,89,28,29,55,68
1830,96,78,92,81,100,64,39,77,28,9,89,81,30,97,26,8,65,71,53,34,13,10,58,99,14,0,58,12,22,57,10,4,37,4,28,55,82,94,73,90,53,79,51,34,21,34,10,69,74,60,86,93,83,55,72,27,77,8,72,82,25,5,16,83,32,64,96,72,47,49,7,61,30,37,27,92,22,17,57,60,66,71,1,77,65,19,92,26,89,19,79,24,31,1,47,12,11,14,15,25
1846,74,26,22,51,50,22,72,34,28,87,55,84,65,37,24,83,64,39,85,82,25,55,87,5,30,49,49,56,18,45,75,10,78,76,33,94,41,75,68,31,12,96,65,87,82,53,74,65,71,48,36,96,0,54,82,39,75,66,84,25,55,14,99,15,27,63,95,42,5,36,94,83,69,91,60,79,73,65,41,5,20,74,52,43,100,59,45,65,62,24,5,82,61,37,32,30,15,16,20,70
1619,63,19,31,33,51,95,43,24,57,60,82,7,8,100,29,16,46,95,50,69,27,73,12,26,40,54,1,14,8,2,2,88,95,46,90,88,41,90,90,60,85,44,87,27,13,34,84,70,14,81,16,85,55,72,90,55,20,19,81,9,58,50,38,93,61,80,91,57,33,42,77,14,73,20,78,27,83,54,0,12,48,50,29,48,64,25,3,13,58,91,70,14,34,91,32,76,16,61,36,34
2203,22,64,15,12,50,5,5,95,42,82,18,7,93,53,60,35,89,92,24,37,35,55,74,91,83,21,89,87,73,29,5,93,6,50,28,96,98,89,33,70,93,45,31,3,50,86,63,33,43,23,2,7,90,39,80,75,2,65,38,41,27,41,29,89,55,50,43,72,72,12,0,52,60,9,38,9,43,32,48,72,100,18,77,41,53,24,77,80,91,76,79,37,72,77,38,24,78,87,37,84
2080,2,20,39,22,1,100,59,79,16,77,66,30,27,95,78,62,12,95,0,52,31,26,68,64,90,8,44,41,97,43,15,52,7,63,27,70,51,77,44,99,34,69,74,7,75,58,15,96,29,84,74,51,57,65,8,90,64,56,4,57,96,42,3,11,43,70,29,70,86,80,58,99,67,14,86,20,71,45,55,51,75,30,35,92,12,30,33,27,60,22,78,18,82,58,97,61,52,6,11,62
1744,36,8,3,81,3,19,15,94,75,36,35,94,49,38,97,90,79,66,93,72,46,28,16,70,96,95,34,22,38,72,38,51,66,43,71,5,91,77,68,6,73,89,32,44,3,93,39,94,92,36,41,12,35,20,100,87,73,36,13,33,14,54,49,3,82,2,14,7,35,0,44,64,39,60,43,12,56,30,36,34,61,60,14,74,2,63,95,71,62,82,94,25,19,30,14,9,54,52,10,18
1989,1,54,29,81,23,41,77,7,66,73,35,42,34,62,48,17,88,18,32,70,87,40,1,81,22,49,14,46,48,46,32,99,82,54,59,47,29,56,26,80,12,98,3,15,98,56,11,44,33,31,10,72,76,83,96,66,42,43,76,59,12,28,47,0,58,46,67,82,69,89,65,30,12,19,44,68,34,39,37,27,89,38,0,58,17,69,48,13,11,47,87,27,34,89,44,17,38,5,23,65
2739,43,45,5,97,15,71,73,39,98,45,56,34,41,29,84,90,10,82,34,8,40,73,82,67,64,83,92,73,44,98,15,67,57,76,94,18,85,42,61,45,88,34,6,78,16,59,1,50,88,3,38,86,91,96,76,72,49,53,70,60,22,85,91,30,61,89,86,5,69,78,71,35,87,42,73,76,46,74,5,71,15,52,20,20,33,21,35,71,11,14,9,18,37,81,88,45,65,70,82,17
1817,83,60,16,58,67,11,90,11,23,24,18,74,65,90,5,70,40,36,18,51,55,41,68,9,69,93,70,9,39,28,60,90,51,86,2,76,11,62,30,43,15,59,50,34,54,50,91,34,97,79,0,53,2,76,69,63,38,36,26,64,16,32,31,80,71,30,9,55,26,78,17,70,97,61,82,84,83,43,19,85,82,46,78,97,84,90,7,33,43,68,55,46,98,72,90,96,55,78,8,85
2108,97,68,89,18,39,38,12,88,69,25,90,64,90,39,35,48,68,59,66,58,0,32,13,86,12,95,17,60,78,75,100,35,59,53,36,70,37,6,6,12,32,41,52,100,45,8,72,100,35,98,38,89,48,7,52,19,99,77,74,99,80,78,31,99,25,9,26,56,98,68,62,46,44,70,72,9,95,98,28,83,81,26,12,83,38,63,72,79,29,18,46,51,60,70,80,36,52,69,3,99
2232,88,15,7,84,18,41,49,26,60,2,1,57,64,13,36,68,49,22,36,96,5,45,55,25,63,22,65,70,100,100,15,89,43,67,59,12,63,43,31,95,11,76,33,80,34,2,82,58,84,36,100,79,96,98,69,69,78,78,25,7,19,82,59,1,65,9,91,37,18,52,79,97,86,69,43,2,40,76,89,60,20,10,50,2,81,8,14,64,22,94,19,71,23,2,38,55,41,42,6,8
2012,40,17,72,36,22,38,56,65,10,69,18,92,51,42,34,73,22,44,30,63,44,56,51,6,92,28,90,74,5,44,73,7,24,65,72,57,24,90,85,12,35,96,100,100,83,11,23,66,38,62,78,57,50,19,49,5,36,82,42,97,96,76,26,90,36,83,7,24,19,60,32,24,79,77,61,78,44,73,63,76,69,17,70,25,52,19,83,38,85,78,43,30,40,49,72,68,15,35,26,3
1879,7,46,11,21,53,82,50,57,12,52,9,92,37,5,94,65,51,80,2,1,28,23,24,20,92,41,14,33,56,27,46,98,34,7,8,55,83,13,26,90,69,43,71,100,4,52,21,55,35,29,80,64,46,56,61,55,14,48,29,10,74,45,41,67,94,79,90,47,91,72,78,77,51,88,49,94,56,81,19,26,74,77,87,2,59,88,4,23,25,15,79,48,32,69,70,18,19,12,61,71
2204,82,63,97,5,88,83,7,93,43,8,68,43,100,49,12,23,83,71,55,34,36,78,83,72,78,48,87,50,89,72,90,64,79,10,7,83,22,6,91,41,95,33,37,7,19,84,85,86,19,79,2,45,32,38,41,96,77,27,2,27,10,91,66,63,11,15,74,7,17,77,86,26,85,16,64,25,63,26,66,89,36,34,71,24,43,30,29,80,80,88,91,10,83,80,26,99,59,12,95,36
2101,28,47,92,55,79,4,80,48,53,59,21,64,2,17,55,53,10,98,9,1,86,24,99,97,57,72,47,6,79,48,39,33,67,79,62,35,9,98,47,64,75,7,41,0,1,22,32,38,69,3,74,72,39,47,62,85,11,95,18,47,4,32,2,63,39,31,25,23,42,60,88,57,82,31,0,16,7,66,98,97,19,87,61,58,58,64,77,32,75,3,98,33,90,61,99,59,68,80,92,64
1971,74,53,62,68,47,26,18,33,96,51,32,15,20,32,49,45,56,41,74,73,22,80,43,97,79,39,95,4,77,2,98,33,25,13,88,84,14,77,61,48,27,31,2,75,90,17,70,11,28,98,30,35,17,44,79,64,93,64,60,35,37,23,26,26,46,62,42,16,85,11,23,46,40,80,35,78,52,84,57,8,88,66,3,61,87,92,98,2,51,100,72,82,94,24,85,32,65,18,23,79
1853,74,87,38,30,52,0,55,39,75,92,49,30,80,25,89,6,11,18,21,6,53,88,19,79,1,80,8,47,62,9,60,1,98,40,85,30,90,18,59,20,23,56,28,49,20,11,35,34,4,79,5,49,57,12,88,46,3,29,62,18,70,81,30,67,56,78,54,68,3,85,98,74,89,30,12,50,50,76,78,96,75,4,61,59,16,7,89,75,59,76,38,33,68,94,85,54,24,13,60,96
2172,32,79,17,78,0,37,54,96,50,5,94,21,89,9,97,78,0,82,22,25,97,98,39,81,11,42,84,89,34,35,7,95,78,73,73,63,13,74,84,85,51,23,66,60,61,97,83,64,68,85,43,93,41,7,33,14,66,100,69,29,71,16,63,92,11,78,87,2,19,18,18,23,3,99,100,6,42,11,81,44,9,89,35,3,95,70,31,75,3,65,34,100,0,46,58,89,16,86,70,44
2275,26,81,3,67,36,56,97,82,80,8,43,80,32,10,5,81,54,49,42,5,99,63,0,75,61,48,60,98,28,70,55,56,99,38,67,19,18,47,48,83,76,41,84,97,25,79,93,20,86,33,56,81,72,69,0,45,61,30,8,80,56,90,17,82,97,36,12,68,14,97,75,58,14,47,21,15,98,17,81,25,85,47,72,98,56,23,6,35,9,61,26,80,47,14,4,49,5,10,29,17
2146,41,11,57,85,55,67,99,37,68,55,0,20,49,67,21,16,77,24,27,52,79,58,60,15,60,30,51,66,66,37,81,36,90,25,46,12,96,43,1,76,22,88,26,75,99,32,21,56,6,26,20,13,98,51,98,31,77,63,89,98,73,8,99,88,7,12,7,21,63,86,48,70,27,95,85,52,80,82,25,96,63,74,73,31,80,90,85,31,51,91,14,1,15,69,45,16,43,38,58,86
2032,78,52,8,8,71,70,93,46,58,78,81,47,68,16,91,100,99,86,40,93,9,98,7,98,3,66,23,0,75,95,29,81,14,90,85,78,2,25,42,37,37,58,40,23,24,100,97,81,84,97,19,49,17,71,94,78,55,71,64,91,96,30,79,52,41,68,13,20,60,16,35,4,79,59,51,64,10,93,10,64,29,54,51,67,0,66,66,1,6,10,20,28,56,85,99,75,32,30,75,7
1892,71,68,35,88,39,70,93,39,46,47,66,48,5,34,26,37,24,50,35,57,74,2,32,4,18,96,85,60,85,56,72,71,34,28,10,14,34,91,77,25,18,76,13,93,98,67,49,48,23,45,48,9,68,17,43,40,62,62,76,9,66,58,84,23,22,2,64,37,25,53,42,42,15,67,20,98,72,85,67,23,78,39,61,24,26,49,41,72,29,1,52,96,96,30,84,70,55,24,36,2
2288,82,85,26,23,43,79,73,2,36,48,85,37,18,84,17,45,71,31,81,76,79,42,52,42,53,52,46,70,96,79,35,85,26,6,70,58,62,59,21,88,46,0,41,65,66,58,30,79,98,93,91,37,2,94,7,8,77,31,20,94,71,18,72,54,80,86,66,29,89,40,3,43,19,64,35,4,72,23,94,11,61,28,51,57,73,18,57,31,100,49,29,91,87,10,10,80,66,99,4,62
1698,31,47,40,44,51,42,82,37,47,89,96,89,35,7,16,62,47,11,7,21,75,4,40,69,74,15,52,82,16,5,4,36,0,68,49,84,33,72,21,49,28,54,44,20,40,17,8,36,38,86,58,28,71,12,81,75,4,38,35,54,50,83,80,33,60,4,6,25,35,2,18,100,56,36,73,69,42,95,76,54,74,81,84,32,49,7,95,61,48,25,85,62,35,92,70,8,50,28,20,22
1674,2,86,44,38,47,75,81,59,48,83,80,11,77,65,3,30,29,16,20,73,32,64,2,20,95,0,54,71,86,20,11,76,94,89,88,83,85,57,39,11,54,76,66,24,31,17,51,75,23,48,1,5,7,25,52,59,37,44,66,37,12,88,36,74,65,15,44,71,48,0,27,87,44,65,12,3,83,22,97,89,32,64,7,44,24,49,9,77,32,58,8,95,22,80,3,81,82,54,75,6
2050,52,52,6,27,99,88,36,92,27,24,4,28,68,79,83,58,93,4,87,31,29,81,89,46,45,0,14,96,22,93,13,84,38,38,17,94,7,13,40,8,70,4,20,87,85,97,44,69,70,31,6,3,73,92,40,7,93,79,13,87,97,11,17,67,24,58,74,68,80,31,20,27,32,54,64,99,0,59,85,55,9,56,35,86,59,21,66,23,91,95,22,36,40,38,12,85,20,70,45,14
2127,46,40,41,19,2,82,28,94,2,42,27,40,44,84,86,94,97,65,37,65,39,64,91,78,90,2,56,17,63,100,3,4,15,93,25,38,67,75,97,11,5,31,61,13,29,37,76,84,70,33,17,92,67,61,49,91,32,78,88,14,20,31,7,9,22,80,27,2,78,62,96,37,59,21,74,61,63,69,82,12,38,41,16,14,7,92,91,8,31,77,35,32,1,89,90,69,23,3,22,65
1626,13,47,21,86,9,28,63,35,27,58,95,65,17,91,38,64,52,75,56,32,0,31,89,43,75,23,100,24,11,18,70,60,86,91,55,5,58,32,86,9,39,92,76,35,81,38,8,53,1,62,6,52,47,81,62,80,80,75,11,38,24,22,19,2,14,24,84,17,12,48,73,71,89,65,40,44,100,80,48,76,87,7,54,57,65,4,90,10,81,71,3,62,59,58,51,29,64,18,44,77
1502,85,72,20,84,87,40,48,85,60,91,70,32,0,10,44,22,67,62,20,84,64,59,52,48,30,6,79,14,24,11,18,57,73,89,76,92,26,86,82,12,76,72,81,11,98,46,80,3,6,22,81,67,25,55,20,33,1,88,19,30,40,10,100,15,0,40,6,9,6,83,46,0,24,22,18,4,52,71,90,77,61,69,43,60,85,15,53,14,28,64,70,5,12,16,65,48,63,1,44,88
2625,1,14,44,10,91,52,22,37,83,79,44,24,38,0,45,32,90,98,6,72,17,70,0,95,96,96,90,80,96,98,38,85,97,28,9,31,81,8,11,39,48,46,41,68,38,33,83,36,12,69,68,48,13,96,23,80,14,42,69,74,46,83,62,51,17,100,48,79,43,93,88,6,26,75,68,53,25,37,50,27,89,64,37,74,2,89,36,97,61,44,41,88,29,23,27,97,90,49,95,50
1792,10,60,69,35,28,96,53,6,30,21,100,83,0,68,27,14,79,88,7,46,25,33,9,75,52,26,67,16,86,88,70,44,40,24,44,95,17,22,92,21,73,35,20,88,33,1,79,16,31,52,18,22,13,62,98,74,89,47,17,39,46,53,19,60,20,17,12,30,18,84,16,67,19,9,53,53,51,69,84,7,56,63,3,88,98,5,66,11,71,5,87,43,100,64,63,60,11,41,86,8
1825,81,66,98,39,84,24,46,91,34,28,84,33,78,75,38,27,55,97,78,28,5,55,83,16,78,46,52,36,45,3,62,63,23,37,64,45,92,20,68,3,62,31,8,41,88,14,76,83,58,99,50,51,1,87,23,6,69,40,24,94,45,11,52,11,84,78,37,92,95,37,1,20,44,74,11,52,71,74,7,15,61,47,37,31,34,64,100,96,34,87,10,74,39,90,3,54,28,7,39,79
1780,35,59,45,91,33,84,94,64,70,30,99,20,72,46,4,80,26,15,50,63,12,29,73,31,3,9,64,49,73,39,76,22,28,13,4,48,57,33,27,4,74,16,2,67,60,33,67,59,60,19,44,30,10,68,32,95,97,74,96,5,83,28,61,73,55,41,3,1,56,64,87,67,85,61,80,49,12,45,69,3,37,16,5,86,22,76,61,94,52,75,45,42,76,88,3,70,68,92,50,14
2013,68,79,41,41,80,13,93,22,72,10,1,52,85,56,26,10,65,94,98,98,19,90,48,98,79,56,8,4,50,9,3,36,79,55,0,0,5,67,14,45,36,95,72,31,84,5,91,75,95,39,33,56,94,75,38,60,84,46,37,60,78,83,92,29,78,1,6,39,47,55,100,46,56,34,14,4,97,100,81,10,60,87,81,34,40,11,50,61,87,22,36,71,44,100,77,70,75,37,50,41
2100,41,31,60,27,39,4,39,67,68,49,42,38,6,78,80,60,42,89,65,63,100,90,45,5,81,64,46,40,88,2,12,93,27,5,29,67,72,69,41,54,73,42,19,39,92,8,88,5,81,31,91,25,59,6,12,83,12,78,51,55,7,4,94,100,64,50,13,46,41,87,44,83,98,88,100,21,21,90,90,9,95,60,64,26,78,6,40,12,55,92,13,91,54,85,31,17,91,92,98,6
2050,44,71,63,91,33,97,4,23,23,93,1,100,39,58,8,72,12,66,56,3,21,20,88,83,27,88,24,96,27,6,71,49,74,33,99,90,34,16,8,30,74,83,7,74,1,9,37,73,25,10,20,91,88,48,70,9,6,97,37,83,77,39,40,77,38,65,64,54,39,48,2,44,43,18,41,25,26,49,69,10,90,1,84,96,52,96,66,51,59,75,89,18,35,75,87,22,70,87,27,19
2255,91,89,16,66,56,50,71,83,58,75,38,24,15,72,10,58,58,46,5,54,55,44,13,100,19,68,32,16,83,100,55,96,21,73,74,19,37,85,33,98,81,19,64,20,9,43,92,75,20,80,96,68,28,24,70,86,34,39,67,93,47,23,95,62,71,55,74,54,22,87,11,72,32,25,61,74,71,68,18,4,71,6,13,26,25,23,2,16,0,35,53,6,93,22,5,4,55,76,22,20
